Comment----Pattern----Quantity----Components----Description
.1uF----0402----5----C26, C35, C36, C37, C38----CAP CER 0.1UF 16V X5R 0402
0.1uF----CC0805----2----C1, C39----CAP CER 0.1UF 50V X7R 0805
08055C822KAT2A----0805----1----C31----CAP CER 8200PF 50V X7R 0805
1 x16 3.5mm RA TERM BLOCK HDR----1 x 16 RA Header 3.5m RA----1----X2----1 x 16 3.5mm Pluggable Terminal Block
1000pF 1KV----CC0805----4----C4, C5, C6, C11----1000pF ±10% 1000V (1kV) X7R Ceramic Capacitor -55°C ~ 125°C Surface Mount, MLCC 0805 (2012 Metric) 0.079 L x 0.049 W (2.01mm x 1.25mm)
10k----0402----1----R10----RES SMD 10K OHM 1% 1/16W 0402
10K----CC0805----4----C1, C7, C8, C9----10K 0805 1%
10K----RC0805----4----R34, R35, R36, R37----10K 1% 0805
12.1K----0402----1----R23----RES SMD 12.1K OHM 1% 1/5W 0402
120pF----0402----1----C30----120pF 16V Ceramic Capacitor U2J 0402 (1005 Metric) 0.039 L x 0.020 W (1.00mm x 0.50mm)
1K----RC0805----2----R19, R20----Res Thin Film 0805 1K Ohm 0.1% 0.125W(1/8W) ±25ppm/C Molded SMD Automotive Punched T/R
1M----RC0805----1----R1----1M R C0805 1%
1uF----CC1206----4----C2, C3, C38, C39----KEMET 1F Multilayer Ceramic Capacitor (MLCC) 50 V dc 10% X7R dielectric C SMD max op. temp. +125C
1x8 x 3.5 mm Rt Ang 2 Block Header----1 x 8 RA Header 3.5m RA----1----X3----Pluggable Terminal Blocks 3.81mm 8P HDR W/FLG
205K----0402----1----R24----Thick Film Resistors - SMD 205K OHM 1%
22----RC0805----4----R2, R3, R4, R5----RES SMD 22 OHM 1% 1/8W 0805
22nF----0402----1----C18----Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.022uF 16 volts 10%
255K----0402----1----R21----RC0402 1% 255K
2X5 HEADER .100 SPACE----2X5-.100 SHROUDED HEADER RA----1----P1----CONN HEADR 2.54MM 10POS GOLD R/A
3.3uH----Inductor  ASPIAIG-S8050----1----L2----FIXED IND 3.3UH 4.9A 20MOHM
300----RC0805----9----R18, R26, R27, R28, R29, R30, R31, R32, R33----Thick Film Resistors - SMD 300ohm 1%
30K----RC0805----4----R1, R6, R7, R9----RES SMD 30K OHM 1% 1/8W 0805
499K----0402----1----R22----PANASONIC ELECTRONIC COMPONENTS         ERJ2RKF4993X             SMD Chip Resistor, Thick Film, 499 kohm, 50 V, 0402 [1005 Metric], 100 mW,  1%, ERJ2R Series
56.0K----0805----1----R25----
B340A-13-F----SMA----1----D1----DIODE SCHOTTKY 40V 3A SMA
C0603C224Z4VACTU----0603----2----C15, C17----CAP CER 0.22UF 16V Y5V 0603
C2012X5R1V685K125AC----0805----2----C33, C34----6.8µF ±10% 35V X5R Ceramic Capacitor -55°C ~ 85°C Surface Mount, MLCC 0805 (2012 Metric) 0.079 L x 0.049 W (2.00mm x 1.25mm)
C2012X6S1C226M125AC----0805----1----C27----22µF ±20% 16V X6S Ceramic Capacitor -55°C ~ 105°C Surface Mount, MLCC 0805 (2012 Metric) 0.079 L x 0.049 W (2.00mm x 1.25mm)
CL21C131JBANNNC----0805----1----C22----Cap Ceramic 130pF 50V C0G 5% SMD 0805 125C Paper T/R
CL21C910JBANNNC----0805----1----C25----Cap Ceramic 91pF 50V C0G 5% SMD 0805 125C Paper T/R
CRCW04021K65FKED----0402----1----R17----RES SMD 1.65K OHM 1% 1/16W 0402
CRCW04023K40FKED----0402----1----R14----RES SMD 3.4K OHM 1% 1/16W 0402
CRCW080521K0FKEA----0805----1----R16----RES SMD 21K OHM 1% 1/8W 0805
CSR1206FK12L0----1206----1----R12----Res Thick Film 1206 0.012 Ohm 1% 0.5W(1/2W) Molded SMD T/R
EEFCX1C150R----7343-20----2----C19, C20----Aluminum Organic Polymer Capacitors 15uF 16volt SP-Cap AEC-Q200
EMK212BJ225KG-T----0805----1----C29----GLOVE, POLYAMIDE, L/FREE, PU, SIZE 6 - More Details
ERJ-6ENF1433V----0805----1----R11----Res Thick Film 0805 143K Ohm 1% 0.125W(1/8W) ±100ppm/C Molded SMD Automotive Punched T/R
ERJ-6ENF1472V----0805----1----R13----RESISTOR, THICK FILM, 14.7KOHM, 125mW, ± 1%
GRM033R71C222KA88D----0402----1----C32----CAP CER 2200PF 16V NP0 0402
GRM155R61C104KA88D----0402----2----C12, C28----CAP CER 0.1UF 16V X5R 0402
GRM155R71A563KA01D----0402----1----C16----Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.056uF 10Volts 10%
GRM155R71C333KA01D----0402----1----C24----CAP CER 0.033UF 16V X7R 0402
GRM188R61A335KE15D----0603----1----C14----Multilayer Ceramic Capacitors MLCC - SMD/SMT 3.3uF 10Volts X5R 10%
GRM2195C1H152JA01D----0805----1----C23----Multilayer Ceramic Capacitors MLCC - SMD/SMT 0805 1500pF 50volts C0G 5%
GRM21BR71E105KA99L----0805----1----C13----Cap Ceramic 1uF 25V X7R 10% SMD 0805 125C T/R
GRM21BR71E155KA88L----0805----1----C21----1.5µF ±10% 25V X7R Ceramic Capacitor -55°C ~ 125°C Surface Mount, MLCC 0805 (2012 Metric) 0.079 L x 0.049 W (2.00mm x 1.25mm)
HC14----D14-L----2----U5, U8----IC INVERTER HEX SCHMITT 14SOIC
HCT138----D16-L - 138----1----U7----IC DECODER/DEMUX 3-8 LINE 16SOIC
HY1-4.5V----HY1-Relay----8----K1, K2, K3, K4, K5, K6, K7, K8----OMRON ELECTRONIC COMPONENTS         G5V-1-DC5            Signal Relay, SPDT, 5 VDC, 1 A, Through Hole, Non Latching
JMPR-2----JMPR2----2----J1, J2----CONN HEADR BRKWAY .100 2POS STR
LED0603----LED0603----11----D2, D3, D4, D5, D6, D7, D8, D9, D10, D11, D12----LED, SMD, 0603, YELLOW-GREEN
LM50----SOT-23----1----U9----
LM5088MH-1----MXA16A----1----U3----LM25088MH-1/NOPB
MIO Header 2x25 x 2mm----2x25 x 2 mm Shrouded Header----1----X1----
N-Channel----SOT-23----1----Q1----MOSFET N-CHANNEL 30V 5.5A SOT23
NPI31P3R3MTRF----TDK Inductor----1----L1----Inductor Power Shielded Wirewound 3.3uH 20% 100KHz Ferrite 6.7A 14mOhm DCR Automotive Blister T/R
OP192_SO8----SO8----4----U1, U2, U9, U10----Dual OP AMP SO-8
RC0201FR-0710KL----0402----1----R15----RES SMD 10K OHM 1% 1/16W 0402
TPS61088RHLR----RHL0020A----1----U4----Conv DC-DC Single Step Up 2.7V to 12V 20-Pin VQFN T/R
ULN2803----SO18----1----U6----8ch Darlington Sink Driver
Processed 61 lines.
